city,region,year,population,lon,lat
NICE,Northern Italy,1600,16,7.26608,43.70313
NOVARA,Northern Italy,1600,0,8.61684,45.44056
PADOVA,Northern Italy,1600,36,11.88181,45.41519
PARMA,Northern Italy,1600,33,10.32898,44.80266
PAVIA,Northern Italy,1600,18,9.16145,45.18446
PIACENZA,Northern Italy,1600,33,9.69937,45.04676
REGGIO,Northern Italy,1600,11,10.63125,44.69825
SAVIGLIANO,Northern Italy,1600,10,7.65593,44.64404
TREVISO,Northern Italy,1600,14,12.245,45.66667
TRIESTE,Northern Italy,1600,NA,13.78,45.64861
TORINO,Northern Italy,1600,24,7.66667,45.05
UDINE,Northern Italy,1600,14,13.24222,46.06194
VENEZIA,Northern Italy,1600,139,12.32667,45.43861
VERCELLI,Northern Italy,1600,10,8.41533,45.32306
VERONA,Northern Italy,1600,49,10.99779,45.43419
VICENZA,Northern Italy,1600,37,11.5409,45.55729
VIGEVANO,Northern Italy,1600,8,8.86114,45.31166
ANCONA,Central Italy,1600,0,13.51008,43.59816
BOLOGNA,Central Italy,1600,63,11.33875,44.49381
FERRARA,Central Italy,1600,33,11.62071,44.82678
FIRENZE,Central Italy,1600,70,11.25,43.76667
LIVORNO,Central Italy,1600,4,10.316,43.54264
LUCCA,Central Italy,1600,24,10.50585,43.84357
PERUGIA,Central Italy,1600,20,12.38878,43.1122
PISA,Central Italy,1600,15,10.39659,43.71553
ROMA,Central Italy,1600,105,12.4839,41.89474
SIENA,Central Italy,1600,19,11.33283,43.32004
VITERBO,Central Italy,1600,NA,12.10856,42.41783
ACIREALE,Southern Italy,1600,14,15.16279,37.60666
ALTA MURA,Southern Italy,1600,NA,16.55,40.816667
BARI,Southern Italy,1600,15,16.85118,41.11773
CAGLIARI,Southern Italy,1600,0,9.13462,39.20738
CALTAGIRONE,Southern Italy,1600,13,14.5132,37.23682
CALTANISSETA,Southern Italy,1600,10,14.0625,37.490278000000004
CASTEL VETRANO,Southern Italy,1600,13,12.793056,37.683333
CASTROGIOVANNI,Southern Italy,1600,14,14.118638,37.551584
CATANIA,Southern Italy,1600,28,15.08719,37.50213
FOGGIA,Southern Italy,1600,0,15.54925,41.46093
GIRGENTI,Southern Italy,1600,10,13.57962,37.31168
LECCE,Southern Italy,1600,32,18.17202,40.35703
MARSALA,Southern Italy,1600,9,12.43518,37.79664
MASCALI,Southern Italy,1600,0,15.19589,37.75576
MAZZARINO,Southern Italy,1600,0,14.21407,37.30434
MESSINA,Southern Italy,1600,50,15.54969,38.19327
MODICA/POZZALLO,Southern Italy,1600,18,14.844019,36.726334
MONOPOLI,Southern Italy,1600,NA,17.2896,40.95593
NAPOLI,Southern Italy,1600,281,14.25,40.83333
NICOSIA,Southern Italy,1600,21,14.4,37.75
NOTO,Southern Italy,1600,8,15.06929,36.89014
PALERMO,Southern Italy,1600,105,13.35976,38.11582
PIAZZA (ENNA),Southern Italy,1600,20,14.43333,37.58333
RAGUSA,Southern Italy,1600,9,14.71719,36.92824
REGGIO DI CALABRIA,Southern Italy,1600,NA,15.66129,38.11047
SASSARI,Southern Italy,1600,14,8.56028,40.72722
SIRACUSA,Southern Italy,1600,12,15.283333,37.083333
TARANTO,Southern Italy,1600,17,17.22972,40.47611
TERMINI,Southern Italy,1600,10,13.69555,37.98365
TRAPANI,Southern Italy,1600,17,12.51077,38.01584
ALCALA LA REAL,Spain,1600,10,-3.92301,37.4614
ALCAZAR DE SAN JUAN,Spain,1600,10,-3.20827,39.39011
ALICANTE,Spain,1600,11,-0.48149,38.34517
ANDUJAR,Spain,1600,12,-4.05078,38.03922
ANTEQUERA,Spain,1600,16,-4.56123,37.01938
ARACENA,Spain,1600,10,-6.56116,37.89396
AVILA,Spain,1600,14,-4.7,40.65
BADAJOZ,Spain,1600,11,-6.97061,38.87789
BAEZA,Spain,1600,21,-3.47103,37.99384
BARCELONA,Spain,1600,43,2.15899,41.38879
BILBAO,Spain,1600,0,-2.92528,43.26271
BURGOS,Spain,1600,13,-3.7,42.35
CADIZ,Spain,1600,5,-6.283333,36.533333
CARTAGENA,Spain,1600,8,-0.983333,37.6
CORDOBA,Spain,1600,45,-4.766667,37.883333
CUENCA,Spain,1600,25,-2.15,40.066667
ECIJA,Spain,1600,22,-5.0826,37.5422
GRANADA,Spain,1600,69,-3.60667,37.18817
JAEN,Spain,1600,22,-3.79028,37.76922
JEREZ DA LA FRONTERA,Spain,1600,27,-6.116667,36.7
LUCENA,Spain,1600,18,-4.483333,37.4
MADRID,Spain,1600,49,-3.70256,40.4165
MALAGA,Spain,1600,13,-4.42034,36.72016
MEDINA DEL CAMPO,Spain,1600,14,-4.91413,41.31239
MEDINA DE RIOSECO,Spain,1600,10,-5.04405,41.88327
MORON DE LA FRONTERA,Spain,1600,8,-5.45403,37.12084
MURCIA,Spain,1600,17,-1.13004,37.98704
OCANA,Spain,1600,13,-3.496667,39.956944
ORIHUELA,Spain,1600,10,-0.94401,38.08483
OSUNA,Spain,1600,10,-5.10746,37.23765
PALENCIA,Spain,1600,12,-4.53333,42.01667
PALMA,Spain,1600,23,2.65024,39.56939
RONDA,Spain,1600,8,-5.16709,36.74231
SALAMANCA,Spain,1600,25,-5.66388,40.96882
SANTIAGO,Spain,1600,1,-8.544444,42.877778
SEGOVIA,Spain,1600,28,-4.11667,40.95
SEVILLA,Spain,1600,90,-5.97613,37.38241
TOLEDO,Spain,1600,50,-4.024444,39.856667
UBEDA,Spain,1600,19,-3.3705,38.01328
UTRERA,Spain,1600,11,-5.78093,37.18516
VALENCIA,Spain,1600,65,-0.37739,39.46975
VALLADOLID,Spain,1600,40,-4.72372,41.65518
ZARAGOZA,Spain,1600,25,-0.883333,41.65
COIMBRA,Portugal,1600,NA,-8.41955,40.20564
ELVAS,Portugal,1600,NA,-7.16282,38.8815
EVORA,Portugal,1600,NA,-7.9,38.56667
LISBOA,Portugal,1600,100,-9.13333,38.71667
PORTO,Portugal,1600,15,-8.61099,41.14961
BRNO (BRUNN),Austria and Czechoslovakia,1600,0,16.60796,49.19522
GRAZ,Austria and Czechoslovakia,1600,8,15.45,47.06667
INNSBRUCK,Austria and Czechoslovakia,1600,5,11.39454,47.26266
KLAGENFURT,Austria and Czechoslovakia,1600,4,14.30528,46.62472
LINZ,Austria and Czechoslovakia,1600,3,14.28611,48.30639
PRAHA,Austria and Czechoslovakia,1600,NA,14.42076,50.08804
SALZBURG,Austria and Czechoslovakia,1600,10,13.04399,47.79941
WIEN,Austria and Czechoslovakia,1600,50,16.37208,48.20849
KRAKOW,Poland,1600,0,19.93658,50.06143
POZNAN,Poland,1600,0,16.92993,52.40692
WARSZAWA,Poland,1600,15,21.01178,52.22977
BERGEN,Scandinavia,1650,NA,5.33,60.389444
COPENHAGEN,Scandinavia,1650,23,12.56553,55.67594
GOTEBORG,Scandinavia,1650,4,11.96679,57.70716
KARLSKRONA,Scandinavia,1650,0,15.58661,56.16156
OSLO,Scandinavia,1650,0,10.74609,59.91273
STOCKHOLM,Scandinavia,1650,40,18.0649,59.33258
BATH,England and Wales,1650,1,-2.35907,51.37795
BIRMINGHAM,England and Wales,1650,4,-1.8980725,52.4813678
BLACKBURN,England and Wales,1650,0,-2.48333,53.75
BOLTON,England and Wales,1650,0,-2.4288874,53.577694
BRISTOL,England and Wales,1650,20,-2.583333,51.45
CAMBRIDGE,England and Wales,1650,9,0.124862,52.2033051
CARLISLE,England and Wales,1650,0,-2.9382,54.8951
CHATHAM,England and Wales,1650,0,0.5362,51.361
CHESTER,England and Wales,1650,8,-2.58333,53.16667
COLCHESTER,England and Wales,1650,10,0.90421,51.88921
COVENTRY,England and Wales,1650,7,-1.5113334,52.4080477
DERBY,England and Wales,1650,0,-1.4761491,52.9212617
EXETER,England and Wales,1650,10,-3.52751,50.7236
GREENWICH,England and Wales,1650,0,0.05,51.45
HUDDERSFIELD,England and Wales,1650,0,-1.78416,53.64904
HULL,England and Wales,1650,0,-0.33525,53.7446
IPSWICH,England and Wales,1650,NA,1.15545,52.05917
KING'S LYNN,England and Wales,1650,5,0.39516,52.75172
LEEDS,England and Wales,1650,5,-1.5437941,53.7974185
LEICESTER,England and Wales,1650,5,-1.0,52.66667
LIVERPOOL,England and Wales,1650,0,-2.9805393,53.4054719
LONDON,England and Wales,1650,400,-0.1278328,51.5072648
MANCHESTER,England and Wales,1650,5,-2.23743,53.48095
NEWCASTLE,England and Wales,1650,13,-1.6,54.966667
NORWICH,England and Wales,1650,20,1.29834,52.62783
NOTTINGHAM,England and Wales,1650,6,-1.1487384,52.9533834
OLDHAM,England and Wales,1650,0,-2.1147831,53.5415797
OXFORD,England and Wales,1650,9,-1.25596,51.75222
PLYMOUTH,England and Wales,1650,7,-4.1424595,50.3712779
PORTSMOUTH,England and Wales,1650,4,-1.0744016,50.8065249
PRESTON,England and Wales,1650,0,-2.71667,53.76667
READING,England and Wales,1650,0,-0.9673727,51.4580216
SALFORD,England and Wales,1650,0,-2.29042,53.48771
SHEFFIELD,England and Wales,1650,0,-1.4528791,53.3856729
SHREWSBURY,England and Wales,1650,0,-2.75208,52.71009
STOCKPORT,England and Wales,1650,0,-2.1601108,53.4077455
SUNDERLAND,England and Wales,1650,0,-1.375053,54.9063791
WARRINGTON,England and Wales,1650,0,-2.5943178,53.3899497
WENLOCK,England and Wales,1650,0,-2.524,52.658
WIGAN,England and Wales,1650,0,-2.6264624,53.5457188
WOLVERHAMPTON,England and Wales,1650,4,-2.127567,52.5847651
WORCESTER,England and Wales,1650,8,-2.16667,52.16667
YARMOUTH,England and Wales,1650,10,1.73052,52.60831
YORK,England and Wales,1650,12,-1.0814175,53.9593817
ABERDEEN,Scotland,1650,0,-2.09814,57.14369
DUNDEE,Scotland,1650,NA,-2.96667,56.5
EDINBURGH,Scotland,1650,35,-3.1932723,55.9483399
GLASGOW,Scotland,1650,NA,-4.2499891,55.861147
GREENOCK,Scotland,1650,0,-4.76121,55.94838
INVERNESS,Scotland,1650,0,-4.22398,57.47908
PAISLEY,Scotland,1650,0,-4.43254,55.83173
PERTH,Scotland,1650,0,-3.437,56.397
BELFAST,Ireland,1650,0,-5.93333,54.58333
CORK,Ireland,1650,2,-8.47061,51.89797
DUBLIN,Ireland,1650,17,-6.27113,53.38046
GALWAY,Ireland,1650,0,-9.04889,53.27194
KILKENNY,Ireland,1650,0,-7.25222,52.65417
LIMERICK,Ireland,1650,0,-8.62306,52.66472
NEWRY,Ireland,1650,0,-6.33739,54.17841
WATERFORD,Ireland,1650,0,-7.11194,52.25833
ALKMAAR,The Netherlands,1650,15,4.74861,52.63167
AMSTERDAM,The Netherlands,1650,175,4.88969,52.37403
ARNHEM,The Netherlands,1650,7,5.91111,51.98
DELFT,The Netherlands,1650,24,4.35556,52.00667
DORDRECHT,The Netherlands,1650,20,4.67361,51.81
ENKHUIZEN,The Netherlands,1650,22,5.29167,52.70333
GOUDA,The Netherlands,1650,15,4.70833,52.01667
GRONINGEN,The Netherlands,1650,20,6.56479,53.22368
HAARLEM,The Netherlands,1650,38,4.63683,52.38084
DEN HAAG,The Netherlands,1650,18,4.29861,52.07667
'S HERTOGENBOSCH,The Netherlands,1650,15,5.30417,51.69917
HOORN,The Netherlands,1650,16,5.05972,52.6425
LEEUWARDEN,The Netherlands,1650,15,5.783333,53.2
LEIDEN,The Netherlands,1650,67,4.49306,52.15833
MAASTRICHT,The Netherlands,1650,18,5.68889,50.84833
MIDDELBURG,The Netherlands,1650,30,3.616667,51.5
NIJMEGEN,The Netherlands,1650,11,5.85278,51.8425
ROTTERDAM,The Netherlands,1650,30,4.47917,51.9225
UTRECHT,The Netherlands,1650,30,5.12222,52.09083
ZAANDAM,The Netherlands,1650,24,4.82643,52.43854
ZWOLLE,The Netherlands,1650,0,6.09444,52.5125
AALST,Belgium,1650,7,4.0355,50.93604
ANTWERPEN,Belgium,1650,70,4.40346,51.21989
BRUGGE,Belgium,1650,34,3.22424,51.20892
BRUSSELS,Belgium,1650,69,4.34878,50.85045
DUNKERQUE,Belgium,1650,NA,2.36667,51.05
GENT,Belgium,1650,46,3.71667,51.05
IEPER,Belgium,1650,13,2.88569,50.85114
KORTRIJK,Belgium,1650,NA,3.26487,50.82803
LEUVEN,Belgium,1650,13,4.70093,50.87959
LIEGE,Belgium,1650,35,5.56749,50.63373
LIER,Belgium,1650,0,4.5042505,51.1193141
LILLE,Belgium,1650,40,3.05858,50.63297
LOKEREN,Belgium,1650,0,3.99339,51.10364
MECHELEN,Belgium,1650,20,4.47762,51.02574
MONS,Belgium,1650,13,3.95229,50.45413
NAMUR,Belgium,1650,11,4.86746,50.4669
OOSTENDE,Belgium,1650,0,2.91185,51.22339
SINT NIKLAAS,Belgium,1650,4,4.1437,51.16509
TOURNAI,Belgium,1650,20,3.38932,50.60715
VALENCIENNES,Belgium,1650,18,3.53333,50.35
AACHEN,Germany,1650,12,6.08342,50.77664
ALTONA,Germany,1650,3,9.93333,53.55
ANSBACH,Germany,1650,0,10.58333,49.3
AUGSBURG,Germany,1650,21,10.88333,48.36667
BAMBERG,Germany,1650,7,10.90067,49.89873
BARMEN,Germany,1650,2,7.2,51.266667
BAUTZEN,Germany,1650,0,14.43494,51.18035
BERLIN,Germany,1650,12,13.41377,52.5233
BONN,Germany,1650,0,7.1002,50.73616
BRANDENBURG,Germany,1650,0,13.5,52.5
BRAUNSCHWEIG,Germany,1650,16,10.52333,52.26471
BREMEN,Germany,1650,NA,8.79063,53.08891
BRESLAU (WROCLAW),Germany,1650,NA,17.03533,51.10773
CHEMNITZ (K-MARX-ST),Germany,1650,0,12.916667,50.833333
DANZIG (GDANSK),Germany,1650,70,18.64637,54.35205
DRESDEN,Germany,1650,15,13.75,51.05
DUSSELDORF,Germany,1650,5,6.77425,51.22492
ELBERFELD,Germany,1650,2,7.133333,51.266667
ELBING (ELBLAG),Germany,1650,10,19.40884,54.1522
EMDEN,Germany,1650,14,7.20778,53.36745
ERFURT,Germany,1650,15,11.03283,50.9787
FLENSBURG,Germany,1650,0,9.43064,54.78624
FRANKFURT AM,Germany,1650,17,8.683333,50.116667
FRANKFURT AO,Germany,1650,2,14.55,52.35
FREIBURG,Germany,1650,6,7.16667,46.66667
FURTH,Germany,1650,0,10.98856,49.47593
GOTHA,Germany,1650,0,10.70193,50.94823
HALBERSTADT,Germany,1650,0,11.0572,51.8883
HALLE,Germany,1650,NA,12.0,51.5
HAMBURG,Germany,1650,75,10.01534,53.57532
HANAU,Germany,1650,0,8.916667,50.133333
HANNOVER,Germany,1650,9,9.73322,52.37052
HEIDELBERG,Germany,1650,4,8.69079,49.40768
HILDESHEIM,Germany,1650,0,9.95112,52.15077
KASSEL,Germany,1650,0,9.5,51.31667
KOLN,Germany,1650,45,6.95,50.93333
KONIGSBERG,Germany,1650,NA,20.51095,54.70649
LEIPZIG,Germany,1650,11,12.37129,51.33962
LUBECK,Germany,1650,31,10.68729,53.86893
LUNEBURG,Germany,1650,0,10.4078,53.2329
MAGDEBURG,Germany,1650,5,11.64444,52.14167
MAINZ,Germany,1650,10,8.26882,50.00098
MANNHEIM,Germany,1650,NA,8.47955,49.49671
MUNCHEN,Germany,1650,10,11.57549,48.13743
MUNSTER,Germany,1650,0,-8.71667,52.34333
NURNBERG,Germany,1650,25,11.07752,49.45421
POTSDAM,Germany,1650,0,13.06566,52.39886
QUEDLINBURG,Germany,1650,0,11.15006,51.78843
REGENSBURG,Germany,1650,NA,12.12361,49.04722
ROSTOCK,Germany,1650,0,12.14049,54.0887
SOEST,Germany,1650,5,8.10619,51.57558
STETTIN (SZCZECIN),Germany,1650,6,14.55302,53.42894
STRALSUND,Germany,1650,0,13.0818,54.30911
STUTTGART,Germany,1650,5,9.17702,48.78232
ULM,Germany,1650,14,9.99155,48.39841
WURZBURG,Germany,1650,11,9.93611,49.78778
ABBEVILLE,France,1650,NA,1.83333,50.1
AGEN,France,1650,NA,0.63333,44.2
AIX EN PROVENCE,France,1650,NA,5.44973,43.5283
ALBI,France,1650,NA,2.148,43.9298
ALENCON,France,1650,NA,0.08333,48.43333
AMIENS,France,1650,27,2.3,49.9
ANGERS,France,1650,32,-0.55,47.46667
ANGOULEME,France,1650,0,0.15,45.65
ARLES,France,1650,25,4.63031,43.67681
ARRAS,France,1650,NA,2.78186,50.29301
AUXERRE,France,1650,0,3.56667,47.8
AVIGNON,France,1650,NA,4.80892,43.94834
BAYEUX,France,1650,8,-0.7028,49.2794
BAYONNE,France,1650,0,-1.48,43.49
BEAUVAIS,France,1650,NA,2.08333,49.43333
BESANCON,France,1650,13,6.01815,47.248779999999996
BEZIERS,France,1650,NA,3.21899,43.34762
BLOIS,France,1650,NA,1.33333,47.58333
BORDEAUX,France,1650,40,-0.5805,44.84044
BOULOGNE,France,1650,0,2.25,48.83333
BOURGES,France,1650,NA,2.4,47.08333
BREST,France,1650,0,23.68775,52.09755
CAEN,France,1650,NA,-0.35912,49.18585
CAHORS,France,1650,0,1.43663,44.4491
CAMBRA!,France,1650,12,3.2356,50.1767
CARCASSONNE,France,1650,NA,2.35,43.21667
CASTRES,France,1650,0,2.25,43.6
CHALONS-SUR-MARNE,France,1650,NA,4.36724,48.95393
CHALONS-SUR-SAONE,France,1650,0,4.85,46.78333
CHARTRES,France,1650,NA,1.48925,48.44685
CHERBOURG,France,1650,0,-1.61636,49.63984
CLERMONT-FERRAND,France,1650,NA,3.08628,45.77966
COLMAR,France,1650,8,7.36667,48.08333
DIEPPE,France,1650,NA,1.08333,49.93333
DIJON,France,1650,20,5.01667,47.31667
DOUAI,France,1650,NA,3.06667,50.36667
FALAISE,France,1650,0,-0.19527,48.89217
GRENOBLE,France,1650,NA,5.71667,45.16667
LA ROCHELLE,France,1650,17,-1.15,46.16667
LAVAL,France,1650,NA,-0.7689,48.0733
LE HAVRE,France,1650,0,0.10767,49.4938
LE MANS,France,1650,NA,0.2,48.0
LE PUY,France,1650,NA,3.88523,45.04366
LIMOGES,France,1650,NA,1.2578,45.83153
LISIEUX,France,1650,0,0.22925,49.1466
LORIENT,France,1650,0,-3.36667,47.75
LYON,France,1650,75,4.84671,45.74846
MACON,France,1650,0,4.8313,46.3063
MARSEILLE,France,1650,66,5.38107,43.29695
METZ,France,1650,15,6.17269,49.11911
MONTAUBAN,France,1650,NA,1.35,44.01667
MONTPELLIER,France,1650,NA,3.87723,43.61092
MOULINS,France,1650,NA,3.33333,46.56667
NANCY,France,1650,5,6.18496,48.68439
NANTES,France,1650,40,-1.55336,47.21725
NEVERS,France,1650,0,3.159,46.98956
NIMES,France,1650,15,4.35,43.83333
NIORT,France,1650,0,-0.45877,46.32313
ORLEANS,France,1650,NA,1.90389,47.90289
PARIS,France,1650,430,2.3488,48.85341
PERPIGNAN,France,1650,0,2.89541,42.69764
POITIERS,France,1650,NA,0.33333,46.58333
REIMS,France,1650,NA,4.03333,49.25
RENNES,France,1650,NA,-1.67429,48.11198
RIOM,France,1650,0,3.11667,45.9
ROCHEFORT,France,1650,0,-0.98333,45.93333
ROUEN,France,1650,82,1.09932,49.44313
SAINT-ETIENNE,France,1650,0,4.4,45.43333
SAINT-MALO,France,1650,15,-2.01667,48.65
SAINT-OMER,France,1650,NA,2.25,50.75
SAINT-QUENTIN,France,1650,0,3.28757,49.84889
STRASBOURG,France,1650,23,7.74296,48.58342
TOULON,France,1650,20,5.93333,43.11667
TOULOUSE,France,1650,42,1.44367,43.60426
TOURS,France,1650,NA,0.68333,47.38333
TROYES,France,1650,NA,4.08333,48.3
VERSAILLES,France,1650,5,2.13333,48.8
VIENNE,France,1650,0,16.37208,48.20849
